Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Sr. Big Data Engineer,$79K - $145K (Glassdoor est.),"Do you want to be part of the transformation that's accelerating a truly data-driven company? Are you ready to collaborate and innovate with a team responsible for changing the customer experience using the latest technologies? As a Senior Big Data Developer on the GEICO IT squad, you’ll thrive in a fast-paced, innovative culture that turns data into information and uses that information to drive action. One focus is our Single View of the Customer (SVOC) initiative. As part of this team you will be designing, creating, and populating customer centric data stores necessary for deriving valuable insights in real time to provide tailored customer experiences. As a senior developer you will have the opportunity to mentor more junior associates and help grow our team.
Qualifications
At least 3 years of programing experience in Java and Spring technologies
At least 2 years of programming experience working with Spark on big data; including experience with data profiling and building transformations",3.4,"GEICO
3.4","Chevy Chase, MD",-1,10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),-1
Clinical Laboratory Scientist,$79K - $145K (Glassdoor est.),"City:
Greenbrae
State/Territory:
CA
ABOUT MARINHEALTH a UCSF Affiliate
Come and be a part of our healing team at the award-winning MarinHealth! Ranked in the top 3% of general hospitals in the country, we have made great strides since returning to our roots as an independent hospital. As Marin County’s only acute hospital and a vital resource for a wide range of essential health care services, it is our mission—and our passion—to excel in every medical specialty. We attract the finest physicians and employees who appreciate having the best of both worlds: the resources and medical sophistication of an academic medical center combined with the personalized, caring touch of an independent hospital. We have an exceptionally collaborative team that adheres to the highest service excellence standards to ensure that we deliver world-class, personalized care to patients. Our Joint-Commission accredited hospital has won numerous awards and certifications in delivering best-in-class health care in the San Francisco Bay Area.",3.4,"MarinHealth Medical Center
3.4","Greenbrae, CA",-1,1001 to 5000 Employees,1952,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
"Medical Laboratory Scientist-Casual (Lebanon, OR)",$79K - $145K (Glassdoor est.),"Are you a Medical Laboratory Scientist looking to get into the hospital system but not quite ready for full time work? Do you love a small town feel with local restaurants, markets and shops, all while being just over an hour's drive to the hustle and bustle of Portland? Then Samaritan Health Services just may have your dream job!
Samaritan Health Services' Lebanon Community Hospital is seeking a Casual Shift Medical Laboratory Scientist in the lab department to assist in clinical care. The Casual Shift is not full time and utilizes the employee on an as needed basis.
JOB SUMMARY/PURPOSE
The Medical Laboratory Scientists provides safe, effective, quality medical laboratory services to infant, pediatric, adult and geriatric patients in accordance with professional standards. They perform analyses that require a complex network of steps and variables. Confirms and verifies results through an in-depth knowledge of techniques, principles and instruments. Correlates and interprets data based on knowledge of physiological conditions affecting test results. Establishes and monitors quality assurance programs.",3.9,"Samaritan Health Services
3.9",Oregon,-1,1001 to 5000 Employees,1986,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1
Data Analyst 3,$79K - $145K (Glassdoor est.),"Posting Dates: 06/16/2021 - 06/30/2021
Job Family: Research
Department: Finance and Records Department
PURPOSES
Diversity of the Work
The LDS Church employs members all over the world in a wide variety of disciplines to support its work around the globe.
Play Video",4.4,"The Church of Jesus Christ of Latter-day Saints
4.4","Salt Lake City, UT",-1,10000+ Employees,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1
Clinical Laboratory Scientist,$79K - $145K (Glassdoor est.),"Head of Product – Patient Insights
Octave combines deep data with profound empathy to supercharge our comprehensive approach to improving outcomes in neurodegenerative diseases, starting with MS. Our team of data scientists, biologists, clinicians and technologists are bringing their A-game to creating the next generation of clinical care solutions.
If you are at the point in your career where you have built product strategies and teams in the health space and think “I’ve got this” and if you are looking for the next big challenge that will allow you to take everything you know to a problem worth solving, Octave is the place for you.
Using human-tech services we partner with people with multiple sclerosis (PwMS) to understand and act upon the complexities and subtleties they deal with every day. Our platform of apps, sensors and wearables, cutting edge imaging technologies, and novel biomarkers provide the data for our nurses to partner with PwMS to empower them to live their lives with this disease just being one part, not the defining part.",-1,Octave Bioscience,"Menlo Park, CA",-1,-1,-1,-1,-1,-1,-1,-1
SAR Image Scientist,$79K - $145K (Glassdoor est.),"Riverside Research is seeking a full-time Synthetic Aperture Radar (SAR) Image Scientist supporting the National Air and Space Intelligence Center (NASIC) at Wright Patterson AFB, OH.

You will be working with a team of Riverside Research, government, and contractor personnel using SAR analysis for scientific and technical intelligence reporting. The work is in support of both US Air Force and Intelligence Community programs.

All Riverside Research opportunities require U.S. Citizenship.

Job Responsibilities:
Independent verification and validation of SAR processing algorithms and tools
SAR algorithm development, test, and evaluation


Riverside Research strives to be one of America's premier providers of independent, trusted technical and scientific expertise. As we continue to add experienced, technically astute staff, we are looking for highly motivated, talented team members that can help our DoD and Intelligence Community (IC) customers continue delivery of world-class programs. As a not-for-profit, technology-oriented Defense Company, we believe service to customers and support of our staff is our mission. Our goal is to serve as a destination company by providing an industry-leading, positive, and rewarding employee experience for all who join us. We aspire to be a valued partner to our customers and to earn their trust through our unwavering commitment to achieve timely, innovative, cost-effective, and mission-focused solutions.

All positions at Riverside Research are subject to background investigations. Employment is contingent upon successful completion of a background investigation including criminal history and identity check.

Our EEO Policy
Riverside Research is an equal opportunity employer. We recruit, employ, train, compensate and promote without regard to race, religion, sex, color, national origin, age, gender identity, sexual orientation, marital status, disability/veteran, status as a protected veteran, or any other basis protected by applicable federal, state and local law.

If you need assistance at any time in our application or interview process, please contact Human Resources at 937-427-7074 or email HR. A member of the HR team will be available to assist.

This contractor and subcontractor shall abide by the requirements of 41 CFR 60-741.5(a). This regulation prohibits discrimination against qualified individuals on the basis of disability and requires affirmative action by covered prime contractors and subcontractors to employ and advance in employment qualified individuals with disabilities.

This contractor and subcontractor shall abide by the requirements of 41 CFR 60-300.5(a). This regulation prohibits discrimination against qualified protected veterans and requires affirmative action by covered contractors and subcontractors to employ and advance in employment qualified protected veterans.


http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf

http://www.eeoc.gov/employers/upload/eeoc_gina_supplement.pdf

IND1",3.7,"Riverside Research
3.7","Wright Patterson AFB, OH",-1,501 to 1000 Employees,1967,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),-1
X-ray and Cryo-EM Application and Methods Development Scientist,$79K - $145K (Glassdoor est.),"X-ray and Cryo-EM Application and Methods Development Scientist
MiTeGen - Ithaca, NY 14850
Title: X-ray and CryoEM Application and Methods Development Scientist
Company: MiTeGen
Location: 95 Brown Rd, Ithaca NY 14850
Type: Full Time, Exempt
Reports to: CTO, R&D Engineering Manager
Are you looking for a scientifically and technically challenging research and development position with large real-world impacts? Would you enjoy developing solutions for and providing application support to academic and industrial scientists around the world? Do you enjoy working in a small team environment where you can participate in researching new concepts, designing and making prototypes, developing final products, and providing application support to end users?",4.0,"MiTeGen
4.0","Ithaca, NY",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Lead Scientist,$79K - $145K (Glassdoor est.),"Summary:
The Laboratory Analyst's central responsibility is to provide accurate testing of client samples, as assigned. The Laboratory Manager will assign daily responsibilities to optimize laboratory performance and achieve maximum client satisfaction. The Laboratory Manager may assign the analyst to supervise and train other employees as needed.
Education:
Bachelor's Degree in Chemistry or a related field.
Experience:
Working in a laboratory. Using instrumental methods of analysis. Demonstrating time management and multitasking capabilities.",-1,TJ|H2b Analytical Services,"Madison, WI",-1,-1,-1,-1,-1,-1,-1,-1
Sr. Scientist/Scientist Computational Chemistry,$79K - $145K (Glassdoor est.),"Within every human cell, nature has engineered finely-tuned control mechanisms to correct imbalances caused by stress and disease and promote healing.At HotSpot Therapeutics, nature is inspiring us to create a wave of new medicines.
Through a proprietary technology platform, we are uncovering privileged allosteric sites used by nature to control proteins – called regulatory hotspots- that can be exploited through small molecule drug discovery. Regulatory hotspots are allowing sought-after targets to be drugged for the first time while delivering molecules with exquisite selectivity and attractive drug-like properties.
HotSpot is supported by a syndicate of leading healthcare investors based in the US and Europe.
You will be joining a seasoned team of drug hunters with an excellent track record in drug discovery. As a HotSpotter, you are comfortable thinking outside the box and breaking convention. You are curious about the world and contribute beyond your precise role description. You are action orientated and extraordinary at getting things done. You communicate openly with your colleagues and you hate office politics.",5.0,"HotSpot Therapeutics
5.0","Boston, MA",-1,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
"Sr Scientist, Upstream",$79K - $145K (Glassdoor est.),"NexImmune is a clinical-stage biotechnology company developing a novel approach to immunotherapy designed to employ the body’s own T cells to generate a specific, potent, and durable immune response that mimics natural biology. We are seeking highly skilled and motivated individuals to join an entrepreneurial team of experienced professionals dedicated to science, patients and addressing diseases with significant unmet need. We are a company with an uncompromising commitment to shared values, a strong work ethic, and respect for individuals. We set clear expectations, empower people to succeed, and reward results. Our executive team, Board of Directors, and investors include several successful industry veterans committed to building an exceptional company capable of transforming the field of immunotherapy.
The backbone of NexImmune’s approach is its proprietary Artificial Immune Modulation (AIMTM) nanoparticle technology platform. The AIM technology enables NexImmune to construct nanoparticles that function as synthetic dendritic cells capable of directing a specific T cell-mediated immune response. By mimicking natural T cell biology, NexImmune’s T cell product candidates are designed to combine the attributes of cellular precision, potency, and persistence with reduced potential for undesired toxicities.",-1,NexImmune,"Gaithersburg, MD",-1,-1,-1,-1,-1,-1,-1,-1
Data Science and Engineering Director,$79K - $145K (Glassdoor est.),"Logistics done differently.
At XPO Logistics, we believe state-of-the-art technology drives our success. As the Data Science and Engineering Director, you will be responsible for end-to-end solutions for our data science and machine learning capabilities such as selection, development, execution and operations. You will also play a pivotal part in the evolution and growth of our data science, artificial intelligence (AI) and machine learning capabilities. We want to leverage your skills and years of experience to drive positive results while ensuring a bright future for yourself and XPO.

Pay, benefits and more.
We are eager to attract the best, so we offer competitive compensation and a generous benefits package, including full health insurance (medical, dental and vision), 401(k), life insurance, disability and the opportunity to participate in a company incentive plan.",3.6,"XPO Logistics
3.6","Portland, OR",-1,10000+ Employees,2011,Company - Public,Transportation Management,Transportation & Logistics,$10+ billion (USD),-1
Scientist III Molecular Biology,$79K - $145K (Glassdoor est.),"This role supports the new Rapid Diagnostics Solutions (RDS) business unit in San Diego, California, part of the group of diagnostics businesses at Thermo Fisher Scientific. We are focused on increasing access to affordable innovations in diagnostic testing and enabling data-driven decisions. What we do matters because our work has a direct impact on people’s lives, and we take that responsibility seriously.

When you’re part of the team at Thermo Fisher Scientific, you’ll do important work related to helping customers with their pandemic response measures and testing strategies. Your work will have real-world impact, and you’ll be supported in achieving your career goals.

How will you make an impact?

Actively participate and support the development of point of care molecular diagnostic kits in a demanding, fast-paced environment. You will work under minimal direction and closely with other scientists to design and develop multiplexed PCR assays for point of care settings.

Additional duties may include device testing, optimization and verification as well as aiding in the QA and QC process. Attention to detail and the ability to write and follow SOPs is critical. Demonstrated biochemistry and molecular biology expertise and experience with PCR, multiplexed and Real Time-PCR technology leveraging all appropriate methodologies to test a hypothesis and ensure use of relevant experimental controls. Experience working with infectious agents in a BSL-2 environment is a must.",3.8,"Thermo Fisher Scientific
3.8","San Diego, CA",-1,10000+ Employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
Principal Scientist - Assay Development,$79K - $145K (Glassdoor est.),"Principle Scientist - Assay Development
Company Description
Personalized immunotherapies are the future of the fight against cancer, and IsoPlexis (www.isoplexis.com) is Making the Difference in enabling the lofty goal of employing immunotherapies to combat our toughest diseases. Our integrated systems, named #1 Innovation by Scientist Magazine & World-Leading Design by Red Dot, are changing cancer research by connecting biological readouts to what is actually happening in patients. Our game changing hardware technologies, originally from Cal Tech and Yale, combined with our next generation software and data visualizations, are powered by our amazing R&D team and used throughout the world. We work with a growing list of leading researchers who are publishing findings that connect our readouts to what is truly happening in patients, and that excites & drives all of us to do more! If you like working at the intersection of biological sciences and healthcare, and you enjoy intellectually challenging yet fulfilling projects, give us a call. Our fast growing, 200+ person team has a sense of integrity, energy, and urgency to ‘make things happen’ in our collective careers and in the broader world, and we look forward to talking.",3.6,"IsoPlexis
3.6","Branford, CT",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Business Intelligence Analyst / Care Transformation,$79K - $145K (Glassdoor est.),"We’re searching for a Business Intelligence Analyst (BI Analyst) who will develop reports, dashboards, universes and extracts from Children’s computer applications. Work with customers to develop monitoring tools to measure the impact of decision support. Research, analyze and correct system and report problems. Work with various departments to define system requirements and implement new reports, dashboards, extracts or changes as needed
Essential Functions
Participates in requirements definition, application development and system selection activities to determine the best solutions to meet current and future business needs.
Develop reports, dashboards, universes, and extracts for end users. Create data file dumps needed to support hospital alliances and third-party vendor applications, and write queries to be exported for decision makers in a timely manner.",3.7,"Children's Hospital & Medical Center
3.7","Omaha, NE",-1,1001 to 5000 Employees,1948,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
Scientist for in vivo Pharmacology,$79K - $145K (Glassdoor est.),"Position Summary:
Biocytogen Boston in vivo Team is seeking a talented, enthusiastic, highly motivated in vivo Pharmacologist to execute relevant disease models to support preclinical research services for biotech or pharma companies. The successful candidate will be a strategic key member of a fast-paced and expanding CRO company in evaluating novel therapeutics agents for clients. The ideal candidate will contribute extensively with hands-on in vivo experience and experiments and will have a future opportunity to manage 1-3 research associates to generate robust pharmacological and disease relevant biological data for customers.
Position responsibilities:
Planning, design, and development of animal models and detailed protocols to test the biological efficacy of therapeutic agents for clients.",-1,Biocytogen Boston Corp,"Wakefield, MA",-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,$61K - $119K (Glassdoor est.),"*Candidates must be authorized to work in the U.S. We are unable to sponsor work visas at this time.
HCL seeks a Data Scientist for a full-time employment opportunity remotely . This is a salaried position with benefits for HCL. No sponsorship available.
The ideal candidate will be capable of applying strong expertise in artificial intelligence through use of machine learning, data mining, and information retrieval to design, prototype and build next generation advanced analytics engines and services.
Skills
Must have Python or R proficiency working with Data Frames and complex SQL queries.
Must have proficiency with Machine Learning to solve clustering, classification, regression, anomaly detection, simulation, and optimization problems on large scale data sets.",3.7,"HCL Technologies
3.7",Texas,-1,10000+ Employees,1991,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),-1
Data Scientist,$61K - $119K (Glassdoor est.),"Relocation Assistance Offered Within Country
# 107182 - Topeka, Kansas, United States

Job Summary
Own and lead analyses using data, insights, and measurements to influence and support media and marketing program strategy to align with overall business goals. Apply innovative solutions in areas like experimentation, attribution, lifetime value, and incrementally.

Principal Duties and Responsibilities
Use customer centric data analysis to measure performance, test hypotheses, develop insights and make recommendations that drive the highest incremental gains.Develop test plans to measure performance and inform eCommerce strategies that drive the highest incremental gains.",4.2,"Hill's Pet Nutrition
4.2","Topeka, KS",-1,1001 to 5000 Employees,1907,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),-1
Clinical Laboratory Scientist,$61K - $119K (Glassdoor est.),"Clinical Laboratory Scientist
Job Summary:
The CLS works under minimal supervision, and is responsible for complex molecular diagnostic testing laboratory procedures using all types of qualified specimens submitted for testing.
Essential Duties and Responsibilities:
Laboratory Activities:
· Exceptional knowledgeable of all techniques involving DNA/RNA extractions, PCR and RT-PCR reactions, DNA sequencing and other molecular genetic techniques
· Considered by the CLS I staff as a resource for microarray technology, such as, labelling RNA, hybridizing, washing and scanning microarrays
· Perform diagnostic laboratory activities on the basis of standard operating procedures",-1,Agendia Inc.,"Irvine, CA",-1,-1,-1,-1,-1,-1,-1,-1
Senior Scientist,$61K - $119K (Glassdoor est.),"Scientist/ Senior Scientist/ Principal Scientist T Cell Process Development
Scientist/ Senior Scientist/ Principal Scientist, T Cell Process Development
Job Description
Geneius Biotechnology is a growing start-up founded to develop affordable cancer treatments with fewer side effects than traditional chemotherapies. Geneius is developing transformative T cell immunotherapies that rejuvenate the immune system of cancer patients. Geneius’ autologous T cell products are designed to be administered first-line, as outpatient therapy by a local community oncologist in a short time frame. Our T cell products solve the challenges associated with CAR T, allogeneic CAR T and tumor infiltrating lymphocytes (TILs).
Our science is rapidly progressing, and we are in need of an exceptional scientist to join our research and development team. This is an opportunity to be at the center of a successful start- up where your leadership, intellect and drive can really make a difference. A successful candidate will be able independently design experiments, analyze complex data, troubleshoot technical issues, and supervise junior staff. Strong communication and interpersonal skills are required as we work together closely. We appreciate scientific curiosity along with the creativity it can bring. The position provides a competitive salary and a comprehensive benefits package.",-1,Geneius Biotechnology,"Natick, MA",-1,-1,-1,-1,-1,-1,-1,-1
Data Analyst,$61K - $119K (Glassdoor est.),"Data Analyst, Television Data Products
Department: Product Management
Location: Dulles, VA or New York, NY
FourthWall Media is creating a whole new way of thinking about media analytics. From audiences to attribution, our deep data experience coupled with our Reveal™ platform opens the door for evolution, invention, and growth across the media ecosystem.
We are seeking a senior-level Data Analyst in our Dulles, VA or New York, NY locations to join our team and help propel us into the future. The right person will produce compelling, advanced analytics for television Programmers, Agencies, Advertisers, and DSPs, and help drive client successes through the application of data-driven television products.",-1,"FourthWall Media, Inc.","Fairfax, VA",-1,-1,-1,-1,-1,-1,-1,-1
"(Sr.) Scientist, AI Perception Algorithm",$61K - $119K (Glassdoor est.),"The task of perception is to detect and understand the surrounding environment of the autonomous vehicles, to support L2 and L3 automated driving features. A real time virtual representation of the local environment is constructed by processing input data mainly from camera, together with those from other sensors including radars, IMU and ultrasonic.
Responsibilities:
Develop deep learning based detection algorithms, including object detection, lane detection, segmentation, and depth estimation.
Construct the local 3D environment around the vehicle and predict its motion
Keep up with latest technologies in deep learning and computer vision literature and propose innovative ideas
Publish patent and research papers",-1,Black Sesame Technologies Inc,"San Jose, CA",-1,-1,-1,-1,-1,-1,-1,-1
Contract Data Analyst,$61K - $119K (Glassdoor est.),"Overview:
Amyx is seeking to hire a Contract Data Analyst located in Rosslyn, VA. The successful candidate must have A 4-year course of study leading to a bachelor's degree with a major in any field, that includes or is supplemented by at least 24 semester hours in any combination of the following fields: accounting, business, finance, law, contracts, purchasing, economics, industrial management, marketing, quantitative methods or organization. Also, a minimum of 2 years of experience serving as a Federal government and/or contractor employee in the GS-1102 series or equivalent capacity as a contract specialist/administrator or procurement analyst
Responsibilities:
Responsibilities and Skills:
Knowledge of WAWF eBusiness processes.
Knowledge of the federal acquisition process.
Knowledge of contracting principles, laws regulation and procedures.


Qualifications:",4.1,"Amyx, Inc.
4.1","Arlington, VA",-1,501 to 1000 Employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1
Internal Audit - Business Assurance Data Analyst,$61K - $119K (Glassdoor est.),"Does the idea of having meaningful business impact by leveraging data appeal to you? Are you looking to join an ambitious and dynamic company?
GreatAmerica Financial Services is a highly successful entrepreneurial company providing equipment financing to businesses across the United States. Our exemplary customer service, our principle-centered business philosophy and our team-based operating approach are key to our success and growth.
GreatAmerica is structured in cross functional teams that allow individuals to make informed decisions that benefit the company and our customers. There is no doubt in our minds we are building the greatest company of its kind, offering the finest products and services available anywhere. When you are part of the GreatAmerica team, you are part of the future, part of an opportunity to grow professionally and to reach your potential while enjoying your work.
We Are Looking to Add a Key Member to Our Internal Audit Team!",4.4,"GreatAmerica Financial Services
4.4","Cedar Rapids, IA",-1,501 to 1000 Employees,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),-1
"Scientist II, QC Equipment Coordinator",$61K - $119K (Glassdoor est.),"Location/Division Specific Information
This position supports the QC Analytical team for our Biologics Division in St. Louis, MO.
How will you make an impact?
The Scientist II (QC Equipment Coordinator) position will serve as a liaison between the QC group, TFS Engineering group, clients and vendors. He/She will be responsible for following Current Good Manufacturing Practices (cGMP) and carrying out a variety of functions related to QC Equipment commissioning , maintenance and decommissioning activities, scheduling and planning.
What will you do?
Manage service and maintenance of all QC-owned equipment",3.8,"Thermo Fisher Scientific
3.8","Saint Louis, MO",-1,10000+ Employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
"Scientist, Immuno-Oncology",$61K - $119K (Glassdoor est.),"Scientist, Immuno-Oncology
Location: Farmingdale, NY
Full-time, Exempt
About Codagenix:
Headquartered in Farmingdale, NY, Codagenix Inc. is a clinical-stage synthetic biology company that uses software to recode the genomes of viruses, constructing live-attenuated vaccines or viruses to prevent viral infections or treat solid tumors. Codagenix’s recoded vaccine candidates are a perfect antigenic match to the target virus and induce a robust immune response to all viral antigens. Our nimble platform allows us to turn a virus into a potential oncolytic immuno-oncology therapies.",-1,"Codagenix, Inc.","Farmingdale, NY",-1,-1,-1,-1,-1,-1,-1,-1
Senior Data Scientist,$61K - $119K (Glassdoor est.),"Key technical expert, accountable for exam performance and psychometrics, resolution of data issues, and research addressing ANCC strategic goals. Leads efforts and provides consultation for MS staff to resolve data problems and establish data quality standards; develops presentations and publications for departments, Board of Directors, Commission on Certification, and other stakeholders; and proposes resources to support MS research activity. Serves as an expert in test development, scoring, research, and quantitative analyses. Develops software applications, programming, and syntax for report generation, statistical analyses, and graphic representations. Conducts quality assurance on scores, item functioning, and psychometric properties of exams. Drafts research reports. Ensures validity, reliability, and psychometric soundness of certification exams, using established industry and best practices.
WHAT YOU’LL DO
Conduct ongoing analysis of data systems. Review data management plans, revisions, and specifications and provide feedback. Plan and lead research (e.g., job analysis, validation, survey sampling, speededness and readability, test security, calibration, equating) to enhance exam performance, customer services, and product line as well as inform strategic planning. Monitor and evaluate item performance, differential item functioning, item drift, and exam psychometrics.",2.6,"American Nurses Association, Inc
2.6","Silver Spring, MD",-1,201 to 500 Employees,-1,Company - Private,Membership Organizations,Business Services,$25 to $50 million (USD),-1
Analytical Scientist,$61K - $119K (Glassdoor est.),"Position Overview:
Catalent hires people with a passion to make a difference to the health of millions of people globally. Your expertise, coupled with Catalent’s advanced technologies and collaboration with thousands of innovative pharmaceutical, biotech and healthcare companies, will help bring life-enhancing products to the people you know and love. Your talents , ideas and passion are essential to our mission; to develop, manufacture and supply products that help people live better, healthier lives. Interested in learning more about life at Catalent? Start here
Analytical Scientist
The Analytical Scientist reports to the Associate Director
The Analytical Scientist is responsible for performing analytical method research and development for raw materials, in-process samples and drug products in the Quality Control Department. Analytical Scientists work on method transfer, method verification and method validation under appropriate guidance in support of clinical development and commercial manufacturing. The candidate will work closely with the product development and process transfer teams to provide analytical results and proper data interpretation for drug product development and process validation. When necessary, the Analytical Scientist will conduct routine analytical testing for raw materials, in-process samples, drug products and cleaning verification in support of commercial product manufacturing.",3.5,"Catalent Pharma Solutions
3.5","Winchester, KY",-1,10000+ Employees,2007,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),-1
"Clinical Laboratory Scientist, IHC",$61K - $119K (Glassdoor est.),"ABOUT FULGENT:
Fulgent is a leader in genetic and genomic clinical testing, a publicly traded company located in Los Angeles, California. We are a technology-driven company with extensive academic/clinical experience and capabilities in Next Generation Sequencing and bioinformatics. This distinction has advanced us to the forefront of the rapidly advancing genetic and genomic testing industry.
Fulgent's unique chemistries and superior proprietary bioinformatics pipeline has propelled our explosive growth in recent years. We offer the most expansive set of clinical genetic tests in the world, including 22,000+ single gene tests, 900+ preset panels, rearrangement testing, clinical exome/trios, whole exome/trios, whole genome and our All-in-One reflex test. We are a CLIA and CAP accredited laboratory. Fulgent has state-of-the-art clinical, sequencing and bioinformatics tools, including the latest Illumina sequencers such as the NovaSeq.
SUMMARY OF POSITION:",3.6,"Fulgent Genetics
3.6","Temple City, CA",-1,51 to 200 Employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
Development Scientist,$61K - $119K (Glassdoor est.),"Location: Amarillo, TX
Job Title: Development Scientist
Career Level From: Specialist
Career Level To: Senior Specialist
Organization: Development (50994968)
Job Specialty: Core Engineering
What You'll Do
This position requires the use and/or application of technical principles, theories and concepts with the ability to design, troubleshoot and analyze electromechanical assemblies; electrical/electronic circuits, mechanical, and vacuum systems; perform duties as a project lead, coordinating and preparing technical aspects of engineering projects from inception to completion including project reviews; and conduct formal presentations to plant personnel and other interested parties;",3.6,"Consolidated Nuclear Security
3.6","Amarillo, TX",-1,1001 to 5000 Employees,2007,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,Less than $1 million (USD),-1
Clinical Data Analyst,$61K - $119K (Glassdoor est.),"Come work for Marimn Health - voted one of the Best Places to Work in the Inland Northwest in 2018, 2019 and 2020 and Modern Healthcare's Family Friendliest Employer in 2020! Fantastic benefits, flexible schedules, paid holidays and ability to choose vacation times!
Please note that this position is in Plummer, ID. Carpool opportunities are available.
QUALIFICATIONS: Bachelor’s degree in clinical analytics, economics, informatics, public health, or related field required. Minimum of two years of experience in quality/data management, analytics and statistics. Knowledge of clinical quality improvement methodology in the field of healthcare preferred. Proficiency in Microsoft Word & Excel programs required. Knowledge of and ability to use an electronic practice management and electronic medical record systems required. Intermediate to advanced SQL skills preferred. Must be highly self-motivated, organized and demonstrate ability to establish priorities and coordinate work activities. Must be able to analyze and draw conclusions from data and present final analyses using available tools, charts, and software.",-1,Marimn Health,"Spokane, WA",-1,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
Sr. Scientist,$61K - $119K (Glassdoor est.),"Sr. Scientist, Bioanalytical Services - Immunoassay
We are a startup CRO seeking scientists to join our young but experienced and passionate team of scientist.
Responsibilities:
Lead a team of bioanalytical scientists in or LBA (ligand binding assay) or IHC (immunohistochemistry) area to provide GLP-compliant service to work-class pharma and biopharma.
Be required to effectively communicate and interface with business partners, internal Quality Assurance Unit and external regulatory authorities in order to fully comply with GLP and other pertinent regulations.
Establish and maintain business relationship with worldwide companies. Develop and maintain high level of scientific achievements for the company. Be expected to be point of contact for project coordination, including email and video/tele- conference with customers.",-1,Accurant,"Cranbury, NJ",-1,-1,-1,-1,-1,-1,-1,-1
"Scientist, Product Development",$61K - $119K (Glassdoor est.),"Our client is a global leader in cell-free DNA (cfDNA) testing with a focus on women’s health, oncology, and organ health. Who is on a mission is to change the management of disease worldwide by using information gained from a simple blood draw to proactively inform treatment. They are looking for a Scientist who Initiates, directs and executes pre-clinical scientific research and development in the Molecular Biology Research team. Focuses on advancing client’s oncology product portfolio and works within a research team inventing and evaluating new technologies for applications in oncology, transplant and NIPT. Investigates the feasibility of applying a wide variety of scientific principles and concepts to potential inventions, products and problems. Plans, executes and manages laboratory research. Maintains broad knowledge of state-of-the-art principles and theories.
Responsibilities
Contributes substantially and intellectually to research and development
Competitive Benefits. Healthy catered lunches, Premium snacks and beverages, Onsite gym with cardio and weight-training equipment, Game room with satellite TV, Onsite dry cleaning and alteration service with pick-up and delivery, Employee-organized sport leagues, Happy hours and BBQs, Generous Employee Referral program.",4.0,"Bevov
4.0","San Carlos, CA",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
